id,tributary,date,sex,length,floy_num,tag_col,PIT,site,group
WCR2019_0066,Trout Creek,5/11/2019,Male ,461,577,Pink,1.26057e+11,NA,3
WCR2019_0082,Trout Creek,5/11/2019,Female ,486,583,Pink,1.26057e+11,NA,5
WCR2019_0092,Trout Creek,5/11/2019,Female ,435,50,Orange,1.26057e+11,NA,5
WCR2019_0093,Trout Creek,5/11/2019,Female ,447,51,Orange,1.26057e+11,NA,8
WCR2019_0097,Middle Creek,5/12/2019,Male ,463,436,Green,1.26057e+11,NA,6
WCR2019_0100,Middle Creek,5/12/2019,Male ,527,54,Orange,1.26057e+11,NA,3
WCR2019_0105,Trout Creek,5/12/2019,Female ,395,590,Pink,1.26057e+11,NA,1
WCR2019_0106,Trout Creek,5/12/2019,Female ,473,58,Orange,1.26057e+11,NA,2
WCR2019_0133,Trout Creek,5/12/2019,Male ,462,72,Orange,1.26057e+11,NA,8
WCR2019_0144,Trout Creek,5/13/2019,Female ,470,78,Orange,1.26057e+11,NA,6
WCR2019_0188,Trout Creek,5/13/2019,Female ,465,635,Pink,1.26057e+11,NA,8
WCR2019_0200,Trout Creek,5/13/2019,Female ,485,449,Green,1.26057e+11,NA,3
WCR2019_0217,Trout Creek,5/15/2019,Female ,475,667,Pink,1.26057e+11,NA,4
WCR2019_0221,Trout Creek,5/15/2019,Female ,457,664,Pink,1.26057e+11,NA,3
WCR2019_0229,Trout Creek,5/16/2019,Male ,355,663,Pink,1.26057e+11,NA,2
WCR2019_0232,Middle Creek,5/17/2019,Male ,473,662,Pink,1.26057e+11,NA,6
WCR2019_0233,Middle,5/17/2019,Male,403,NA,,NA,NA,7
WCR2019_0236,Middle Creek,5/20/2019,Male ,459,658,Pink,1.26057e+11,NA,5
WCR2019_0249,Trout Creek,5/21/2019,Female ,523,108,Orange,1.26057e+11,NA,1
WCR2019_0260,Trout Creek,5/21/2019,Female ,419,442,Green,1.26057e+11,NA,1
WCR2019_0262,Trout Creek,5/21/2019,Female ,459,682,Pink,1.26057e+11,NA,1
WCR2019_0270,Trout Creek,5/22/2019,Female ,445,115,Orange,1.26057e+11,NA,5
WCR2019_0276,Trout Creek,5/22/2019,Female ,450,118,Orange,1.26057e+11,NA,2
WCR2019_0283,Trout Creek,5/22/2019,Female ,446,692,Pink,1.26057e+11,NA,7
WCR2019_0295,Trout Creek,5/22/2019,Female ,418,700,Pink,1.26057e+11,NA,7
WCR2019_0322,Trout Creek,5/24/2019,Male ,369,710,Pink,1.26057e+11,NA,8
WCR2019_0329,Trout Creek,5/24/2019,Female ,456,714,Pink,1.26057e+11,NA,7
WCR2019_0356,Trout Creek,5/24/2019,Female ,440,146,Orange,1.26057e+11,NA,4
WCR2019_0361,Trout Creek,5/24/2019,Female ,458,730,Pink,1.26057e+11,NA,6
WCR2019_0363,Trout Creek,5/24/2019,Male ,478,148,Orange,1.26057e+11,NA,8
WCR2019_0366,Trout Creek,5/24/2019,Female ,434,151,Orange,1.26057e+11,NA,3
WCR2019_0374,Trout Creek,5/24/2019,Female ,413,156,Orange,1.26057e+11,NA,1
WCR2019_0381,Trout Creek,5/24/2019,Female ,481,162,Orange,1.26057e+11,NA,7
WCR2019_0384,Trout Creek,5/24/2019,Female ,468,735,Pink,1.26057e+11,NA,5
WCR2019_0386,Trout Creek,5/24/2019,Female ,456,166,Orange,1.26057e+11,NA,8
WCR2019_0388,Trout Creek,5/24/2019,Male ,468,415,Green,1.26057e+11,NA,2
WCR2019_0390,Trout Creek,5/24/2019,Female ,480,736,Pink,1.26057e+11,NA,3
WCR2019_0392,Trout Creek,5/24/2019,Female ,455,170,Orange,1.26057e+11,NA,2
WCR2019_0394,Trout Creek,5/24/2019,Female ,434,171,Orange,1.26057e+11,NA,2
WCR2019_0398,Trout Creek,5/24/2019,Male ,471,416,Green,1.26057e+11,NA,2
WCR2019_0399,Trout Creek,5/24/2019,Female ,466,739,Pink,1.26057e+11,NA,4
WCR2019_0431,Trout Creek,5/24/2019,Male ,410,193,Orange,1.26057e+11,NA,4
WCR2019_0437,Trout Creek,5/25/2019,Female ,432,197,Orange,1.26057e+11,NA,6
WCR2019_0440,Trout Creek,5/25/2019,Female ,436,748,Pink,1.26057e+11,NA,3
WCR2019_0452,Trout Creek,5/25/2019,Male ,407,209,Orange,1.26057e+11,NA,4
WCR2019_0457,Trout Creek,5/25/2019,Female ,462,214,Orange,1.26057e+11,NA,4
WCR2019_0470,Trout Creek,5/25/2019,Female ,485,226,Orange,1.26057e+11,NA,4
WCR2019_0487,Trout Creek,5/25/2019,Female ,504,242,Orange,1.26057e+11,NA,5
WCR2019_0489,Trout Creek,5/25/2019,Female ,444,425,Green,1.26057e+11,NA,1
WCR2019_0501,Trout Creek,5/25/2019,Female ,420,254,Orange,1.26057e+11,NA,5
WCR2019_0505,Trout Creek,5/25/2019,Female ,490,452,Green,1.26057e+11,NA,1
WCR2019_0507,Trout Creek,5/25/2019,Female ,399,259,Orange,1.26057e+11,NA,2
WCR2019_0517,Trout Creek,5/26/2019,Female ,416,267,Orange,1.26057e+11,NA,8
WCR2019_0525,Trout Creek,5/26/2019,Male ,458,274,Orange,1.26057e+11,NA,6
WCR2019_0528,Trout Creek,5/26/2019,Female ,400,277,Orange,1.26057e+11,NA,7
WCR2019_0531,Trout Creek,5/26/2019,Female ,468,278,Orange,1.26057e+11,NA,2
WCR2019_0545,Trout Creek,5/26/2019,Female ,493,291,Orange,1.26057e+11,NA,3
WCR2019_0547,Trout Creek,5/26/2019,Female ,496,459,Green,1.26057e+11,NA,5
WCR2019_0552,Trout Creek,5/26/2019,Male ,434,297,Orange,1.26057e+11,NA,6
WCR2019_0557,Trout Creek,5/26/2019,Female ,433,301,Orange,1.26057e+11,NA,1
WCR2019_0583,Trout Creek,5/26/2019,Female ,370,326,Orange,1.26057e+11,NA,1
WCR2019_0586,Trout Creek,5/26/2019,Female ,480,329,Orange,1.26057e+11,NA,6
WCR2019_0595,Trout Creek,5/26/2019,Female ,451,337,Orange,1.26057e+11,NA,1
WCR2019_0604,Trout Creek,5/26/2019,Female ,476,346,Orange,1.26057e+11,NA,3
WCR2019_0626,Middle Creek,6/14/2019,Male ,425,365,Orange,1.26057e+11,NA,3
WCR2019_0635,Middle Creek,6/21/2019,Male ,455,467,Green,1.26057e+11,NA,1
WCR2019_0644,Middle Creek,7/5/2019,Female ,491,470,Green,1.26057e+11,NA,6
WCR2019_0649,Trout,8/17/2019,NA,34,NA,NA,NA,Site 1,7
WCR2019_0663,Trout,8/17/2019,NA,30,NA,NA,NA,Site 1,7
WCR2019_0664,Trout,8/17/2019,NA,33,NA,NA,NA,Site 1,3
WCR2019_0675,Trout,8/17/2019,NA,30,NA,NA,NA,Site 1,6
WCR2019_0679,Trout,8/17/2019,NA,30,NA,NA,NA,Site 1,5
WCR2019_0680,Trout,8/17/2019,NA,29,NA,NA,NA,Site 1,4
WCR2019_0703,Trout,8/17/2019,NA,45,NA,NA,NA,Site 2,7
WCR2019_0705,Trout,8/17/2019,NA,28,NA,NA,NA,Site 2,7
WCR2019_0710,Trout,8/17/2019,NA,33,NA,NA,NA,Site 2,3
WCR2019_0716,Trout,8/17/2019,NA,33,NA,NA,NA,Site 3,3
WCR2019_0721,Trout,8/17/2019,NA,41,NA,NA,NA,Site 3,4
WCR2019_0736,Trout,8/17/2019,NA,37,NA,NA,NA,Site 3,6
WCR2019_0740,Trout,8/17/2019,NA,40,NA,NA,NA,Site 3,7
WCR2019_0790,Trout,8/26/2019,NA,36,NA,NA,NA,Site 1,5
WCR2019_0802,Trout,8/26/2019,NA,27,NA,NA,NA,Site 1,1
WCR2019_0837,Trout,8/26/2019,NA,37,NA,NA,NA,Site 2,6
WCR2019_0855,Trout,8/26/2019,NA,42,NA,NA,NA,Site 2,5
WCR2019_0873,Trout,8/26/2019,NA,28,NA,NA,NA,Site 3,6
WCR2019_0931,Trout,9/4/2019,NA,51,NA,NA,NA,Site 1,4
WCR2019_0957,Trout,9/4/2019,NA,38,NA,NA,NA,Site 1,4
WCR2019_0973,Trout,9/4/2019,NA,46,NA,NA,NA,Site 2,5
WCR2019_1008,Trout,9/4/2019,NA,28,NA,NA,NA,Site 3,1
WCR2019_1028,Trout,9/4/2019,NA,38,NA,NA,NA,Site 3,3
WCR2019_1076,Trout,9/12/2019,NA,47,NA,NA,NA,Site 1,1
WCR2019_1092,Trout,9/12/2019,NA,46,NA,NA,NA,Site 1,5
WCR2019_1099,Trout,9/12/2019,NA,26,NA,NA,NA,Site 1,2
WCR2019_1115,Trout,9/12/2019,NA,37,NA,NA,NA,Site 2,3
WCR2019_1138,Trout,9/12/2019,NA,43,NA,NA,NA,Site 2,6
WCR2019_1142,Trout,9/12/2019,NA,45,NA,NA,NA,Site 2,4
WCR2019_1146,Trout,9/12/2019,NA,46,NA,NA,NA,Site 3,5
WCR2019_1159,Trout,9/12/2019,NA,43,NA,NA,NA,Site 3,3
WCR2019_1166,Trout,9/12/2019,NA,33,NA,NA,NA,Site 3,2
WCR2019_1171,Trout,9/12/2019,NA,37,NA,NA,NA,Site 3,5
WCR2019_1330,Trout,9/21/2019,NA,44,NA,NA,NA,Site 1,7
WCR2019_1348,Trout,9/21/2019,NA,47,NA,NA,NA,Site 1,7
WCR2019_1353,Trout,9/21/2019,NA,45,NA,NA,NA,Site 1,8
WCR2019_1360,Trout,9/21/2019,NA,51,NA,NA,NA,Site 2,2
WCR2019_1363,Trout,9/21/2019,NA,38,NA,NA,NA,Site 2,4
WCR2019_1373,Trout,9/21/2019,NA,53,NA,NA,NA,Site 2,8
WCR2019_1384,Trout,9/21/2019,NA,48,NA,NA,NA,Site 2,5
WCR2019_1388,Trout,9/21/2019,NA,38,NA,NA,NA,Site 2,8
WCR2019_1425,Trout,9/21/2019,NA,40,NA,NA,NA,Site 3,4
WCR2019_1488,Trout,9/27/2019,NA,45,NA,NA,NA,Site 1,7
WCR2019_1523,Trout ,9/27/2019,NA,34,NA,NA,NA,Site 2,6
WCR2019_1527,Trout ,9/27/2019,NA,37,NA,NA,NA,Site 2,7
WCR2019_1538,Trout,9/27/2019,NA,45,NA,NA,NA,Site 2,2
WCR2019_1545,Trout,9/27/2019,NA,31,NA,NA,NA,Site 2,7
WCR2019_1553,Trout,9/27/2019,NA,52,NA,NA,NA,Site 3,5
WCR2019_1565,Trout,9/27/2019,NA,40,NA,NA,NA,Site 3,7
WCR2019_1567,Trout,9/27/2019,NA,66,NA,NA,NA,Site 3,6
WCR2019_1568,Trout ,9/27/2019,NA,53,NA,NA,NA,Site 3,8
WCR2019_1570,Trout ,9/27/2019,NA,51,NA,NA,NA,Site 3,8
WCR2019_1573,Trout,9/27/2019,NA,45,NA,NA,NA,Site 3,6
WCR2019_1634,Trout,10/3/2019,NA,41,NA,NA,NA,Site 1,2
WCR2019_1636,Trout,10/3/2019,NA,36,NA,NA,NA,Site 1,2
WCR2019_1644,Trout,10/3/2019,NA,37,NA,NA,NA,Site 1,5
WCR2019_1645,Trout ,10/3/2019,NA,30,NA,NA,NA,Site 1,1
WCR2019_1646,Trout,10/3/2019,NA,40,NA,NA,NA,Site 1,5
WCR2019_1649,Trout,10/3/2019,NA,47,NA,NA,NA,Site 2 ,4
WCR2019_1650,Trout ,10/3/2019,NA,45,NA,NA,NA,Site 2,2
WCR2019_1652,Trout ,10/3/2019,NA,48,NA,NA,NA,Site 2,2
WCR2019_1653,Trout,10/3/2019,NA,46,NA,NA,NA,Site 2,7
WCR2019_1660,Trout ,10/3/2019,NA,62,NA,NA,NA,Site 2,7
WCR2019_1664,Trout ,10/3/2019,NA,55,NA,NA,NA,Site 2,5
WCR2019_1672,Trout ,10/3/2019,NA,62,NA,NA,NA,Site 3,1
WCR2019_1677,Trout,10/3/2019,NA,52,NA,NA,NA,Site 3,4
WCR2019_1691,Trout,10/3/2019,NA,46,NA,NA,NA,Site 3,4
WCR2019_1748,Trout ,10/12/2019,NA,32,NA,NA,NA,Site 1,2
WCR2019_1752,Trout ,10/12/2019,NA,48,NA,NA,NA,Site 1,3
WCR2019_1767,Trout,10/12/2019,NA,47,NA,NA,NA,Site 2,1
WCR2019_1769,Trout,10/12/2019,NA,53,NA,NA,NA,Site 2,4
WCR2019_1770,Trout ,10/12/2019,NA,48,NA,NA,NA,Site 2,8
WCR2019_1775,Trout,10/12/2019,NA,52,NA,NA,NA,Site 2,7
