id,tributary,date,sex,length,floy_num,tag_col,PIT,site,group
WCR2019_0044,Trout Creek,5/5/2019,Female ,440,28,Orange,1.26057e+11,NA,6
WCR2019_0060,Trout Creek,5/10/2019,Female ,465,36,Orange,1.26057e+11,NA,7
WCR2019_0062,Trout Creek,5/10/2019,Female ,439,37,Orange,1.26057e+11,NA,2
WCR2019_0073,Trout Creek,5/11/2019,Male ,420,580,Pink,1.26057e+11,NA,1
WCR2019_0094,Trout,5/11/2019,Female ,474,NA,,NA,NA,1
WCR2019_0096,Middle Creek,5/12/2019,Male ,488,588,Pink,1.26057e+11,NA,1
WCR2019_0101,Trout Creek,5/12/2019,Female ,469,589,Pink,1.26057e+11,NA,6
WCR2019_0103,Trout Creek,5/12/2019,Male ,479,56,Orange,1.26057e+11,NA,2
WCR2019_0107,Trout Creek,5/12/2019,Female ,494,59,Orange,1.26057e+11,NA,3
WCR2019_0114,Trout Creek,5/12/2019,Female ,443,62,Orange,1.26057e+11,NA,8
WCR2019_0119,Trout Creek,5/12/2019,Female ,489,596,Pink,1.26057e+11,NA,7
WCR2019_0123,Trout Creek,5/12/2019,Female ,476,66,Orange,1.26057e+11,NA,4
WCR2019_0126,Trout Creek,5/12/2019,Female ,481,600,Pink,1.26057e+11,NA,3
WCR2019_0132,Trout Creek,5/12/2019,Female ,486,602,Pink,1.26057e+11,NA,8
WCR2019_0157,Trout Creek,5/13/2019,Male ,280,438,Green,1.26057e+11,NA,4
WCR2019_0176,Trout Creek,5/13/2019,Female ,472,620,Pink,1.26057e+11,NA,7
WCR2019_0191,Trout Creek,5/13/2019,Female ,400,450,Green,1.26057e+11,NA,5
WCR2019_0192,Trout Creek,5/13/2019,Female ,481,638,Pink,1.26057e+11,NA,7
WCR2019_0194,Trout Creek,5/13/2019,Female ,472,640,Pink,1.26057e+11,NA,8
WCR2019_0214,Trout Creek,5/15/2019,Female ,496,98,Orange,1.26057e+11,NA,6
WCR2019_0227,Trout Creek,5/16/2019,Male ,375,101,Orange,1.26057e+11,NA,7
WCR2019_0234,Middle,5/17/2019,Male,396,NA,,NA,NA,3
WCR2019_0235,Middle Creek,5/18/2019,Male ,385,660,Pink,1.26057e+11,NA,2
WCR2019_0251,Trout Creek,5/21/2019,Male ,453,676,Pink,1.26057e+11,NA,7
WCR2019_0271,Trout Creek,5/22/2019,Female ,485,686,Pink,1.26057e+11,NA,6
WCR2019_0272,Trout Creek,5/22/2019,Female ,453,116,Orange,1.26057e+11,NA,1
WCR2019_0296,Trout Creek,5/22/2019,Female ,434,122,Orange,1.26057e+11,NA,6
WCR2019_0303,Trout Creek,5/23/2019,Male ,374,126,Orange,1.26057e+11,NA,2
WCR2019_0307,Trout Creek,5/23/2019,Female ,416,128,Orange,1.26057e+11,NA,6
WCR2019_0316,Trout Creek,5/24/2019,Female ,393,707,Pink,1.26057e+11,NA,7
WCR2019_0324,Trout Creek,5/24/2019,Female ,494,408,Green,1.26057e+11,NA,5
WCR2019_0335,Trout Creek,5/24/2019,Male ,462,136,Orange,1.26057e+11,NA,2
WCR2019_0336,Trout Creek,5/24/2019,Male ,407,718,Pink,1.26057e+11,NA,8
WCR2019_0351,Trout Creek,5/24/2019,Male ,400,142,Orange,1.26057e+11,NA,5
WCR2019_0360,Trout Creek,5/24/2019,Female ,415,729,Pink,1.26057e+11,NA,6
WCR2019_0382,Trout Creek,5/24/2019,Female ,428,163,Orange,1.26057e+11,NA,1
WCR2019_0383,Trout Creek,5/24/2019,Female ,420,164,Orange,1.26057e+11,NA,1
WCR2019_0404,Trout Creek,5/24/2019,Female ,442,177,Orange,1.26057e+11,NA,2
WCR2019_0414,Trout Creek,5/24/2019,Female ,391,182,Orange,1.26057e+11,NA,1
WCR2019_0415,Trout Creek,5/24/2019,Female ,476,743,Pink,1.26057e+11,NA,4
WCR2019_0416,Trout Creek,5/24/2019,Female ,486,183,Orange,1.26057e+11,NA,5
WCR2019_0428,Trout Creek,5/24/2019,Female ,447,745,Pink,1.26057e+11,NA,5
WCR2019_0433,Trout Creek,5/25/2019,Male ,456,747,Pink,1.26057e+11,NA,1
WCR2019_0434,Trout Creek,5/25/2019,Female ,467,194,Orange,1.26057e+11,NA,1
WCR2019_0443,Trout Creek,5/25/2019,Female ,486,201,Orange,1.26057e+11,NA,6
WCR2019_0480,Trout Creek,5/25/2019,Male ,354,235,Orange,1.26057e+11,NA,6
WCR2019_0494,Trout Creek,5/25/2019,Male ,419,247,Orange,1.26057e+11,NA,5
WCR2019_0529,Trout Creek,5/26/2019,Male ,404,456,Green,1.26057e+11,NA,1
WCR2019_0539,Trout Creek,5/26/2019,Male ,437,286,Orange,1.26057e+11,NA,5
WCR2019_0548,Trout Creek,5/26/2019,Male ,340,293,Orange,1.26057e+11,NA,7
WCR2019_0554,Trout Creek,5/26/2019,Female ,467,299,Orange,1.26057e+11,NA,2
WCR2019_0555,Trout Creek,5/26/2019,Female ,440,460,Green,1.26057e+11,NA,3
WCR2019_0564,Trout Creek,5/26/2019,Female ,480,308,Orange,1.26057e+11,NA,4
WCR2019_0569,Trout Creek,5/26/2019,Female ,479,313,Orange,1.26057e+11,NA,1
WCR2019_0598,Trout Creek,5/26/2019,Female ,345,340,Orange,1.26057e+11,NA,6
WCR2019_0602,Trout Creek,5/26/2019,Male ,431,344,Orange,1.26057e+11,NA,8
WCR2019_0605,Trout Creek,5/26/2019,Female ,482,347,Orange,1.26057e+11,NA,7
WCR2019_0619,Middle Creek,6/10/2019,Male ,426,358,Orange,1.26057e+11,NA,6
WCR2019_0640,Middle Creek,6/25/2019,Male ,441,377,Orange,1.26057e+11,NA,1
WCR2019_0643,Middle Creek,7/5/2019,Male ,460,469,Green,1.26057e+11,NA,4
WCR2019_0658,Trout,8/17/2019,NA,35,NA,NA,NA,Site 1,1
WCR2019_0661,Trout,8/17/2019,NA,33,NA,NA,NA,Site 1,1
WCR2019_0682,Trout,8/17/2019,NA,27,NA,NA,NA,Site 2,8
WCR2019_0688,Trout,8/17/2019,NA,37,NA,NA,NA,Site 2,2
WCR2019_0698,Trout,8/17/2019,NA,37,NA,NA,NA,Site 2,6
WCR2019_0702,Trout,8/17/2019,NA,33,NA,NA,NA,Site 2,5
WCR2019_0704,Trout,8/17/2019,NA,31,NA,NA,NA,Site 2,3
WCR2019_0708,Trout,8/17/2019,NA,35,NA,NA,NA,Site 2,3
WCR2019_0723,Trout,8/17/2019,NA,36,NA,NA,NA,Site 3,6
WCR2019_0739,Trout,8/17/2019,NA,35,NA,NA,NA,Site 3,1
WCR2019_0795,Trout,8/26/2019,NA,39,NA,NA,NA,Site 1,6
WCR2019_0805,Trout,8/26/2019,NA,41,NA,NA,NA,Site 1,4
WCR2019_0838,Trout,8/26/2019,NA,44,NA,NA,NA,Site 2,4
WCR2019_0839,Trout,8/26/2019,NA,41,NA,NA,NA,Site 2,1
WCR2019_0844,Trout,8/26/2019,NA,40,NA,NA,NA,Site 2,2
WCR2019_0845,Trout,8/26/2019,NA,47,NA,NA,NA,Site 2,3
WCR2019_0848,Trout,8/26/2019,NA,33,NA,NA,NA,Site 2,8
WCR2019_0851,Trout,8/26/2019,NA,45,NA,NA,NA,Site 2,4
WCR2019_0854,Trout,8/26/2019,NA,40,NA,NA,NA,Site 2,3
WCR2019_0858,Trout,8/26/2019,NA,51,NA,NA,NA,Site 3,3
WCR2019_0881,Trout,8/26/2019,NA,45,NA,NA,NA,Site 3,4
WCR2019_0935,Trout,9/4/2019,NA,43,NA,NA,NA,Site 1,8
WCR2019_0938,Trout,9/4/2019,NA,NA,NA,NA,NA,Site 1,7
WCR2019_0948,Trout,9/4/2019,NA,38,NA,NA,NA,Site 1,5
WCR2019_0964,Trout,9/4/2019,NA,NA,NA,NA,NA,Site 2,8
WCR2019_0966,Trout,9/4/2019,NA,50,NA,NA,NA,Site 2,2
WCR2019_0991,Trout,9/4/2019,NA,43,NA,NA,NA,Site 2,8
WCR2019_1003,Trout,9/4/2019,NA,47,NA,NA,NA,Site 3,4
WCR2019_1016,Trout,9/4/2019,NA,48,NA,NA,NA,Site 3,4
WCR2019_1019,Trout,9/4/2019,NA,42,NA,NA,NA,Site 3,1
WCR2019_1021,Trout,9/4/2019,NA,29,NA,NA,NA,Site 3,5
WCR2019_1026,Trout,9/4/2019,NA,37,NA,NA,NA,Site 3,3
WCR2019_1079,Trout,9/12/2019,NA,52,NA,NA,NA,Site 1,4
WCR2019_1081,Trout,9/12/2019,NA,47,NA,NA,NA,Site 1,4
WCR2019_1084,Trout,9/12/2019,NA,33,NA,NA,NA,Site 1,6
WCR2019_1085,Trout,9/12/2019,NA,58,NA,NA,NA,Site 1,3
WCR2019_1098,Trout,9/12/2019,NA,50,NA,NA,NA,Site 1,4
WCR2019_1106,Trout,9/12/2019,NA,46,NA,NA,NA,Site 1,2
WCR2019_1109,Trout,9/12/2019,NA,26,NA,NA,NA,Site 1,8
WCR2019_1128,Trout,9/12/2019,NA,44,NA,NA,NA,Site 2,1
WCR2019_1151,Trout,9/12/2019,NA,43,NA,NA,NA,Site 3,1
WCR2019_1164,Trout,9/12/2019,NA,26,NA,NA,NA,Site 3,7
WCR2019_1168,Trout,9/12/2019,NA,30,NA,NA,NA,Site 3,8
WCR2019_1328,Trout,9/21/2019,NA,33,NA,NA,NA,Site 1,4
WCR2019_1339,Trout,9/21/2019,NA,45,NA,NA,NA,Site 1,5
WCR2019_1342,Trout,9/21/2019,NA,62,NA,NA,NA,Site 1,5
WCR2019_1347,Trout,9/21/2019,NA,38,NA,NA,NA,Site 1,5
WCR2019_1371,Trout,9/21/2019,NA,53,NA,NA,NA,Site 2,2
WCR2019_1372,Trout,9/21/2019,NA,42,NA,NA,NA,Site 2,5
WCR2019_1376,Trout,9/21/2019,NA,44,NA,NA,NA,Site 2,4
WCR2019_1392,Trout,9/21/2019,NA,54,NA,NA,NA,Site 3,2
WCR2019_1397,Trout,9/21/2019,NA,33,NA,NA,NA,Site 3,6
WCR2019_1400,Trout,9/21/2019,NA,57,NA,NA,NA,Site 3,5
WCR2019_1409,Trout,9/21/2019,NA,57,NA,NA,NA,Site 3,3
WCR2019_1413,Trout,9/21/2019,NA,43,NA,NA,NA,Site 3,5
WCR2019_1421,Trout,9/21/2019,NA,42,NA,NA,NA,Site 3,4
WCR2019_1424,Trout,9/21/2019,NA,47,NA,NA,NA,Site 3,7
WCR2019_1490,Trout,9/27/2019,NA,34,NA,NA,NA,Site 1,8
WCR2019_1514,Trout,9/27/2019,NA,50,NA,NA,NA,Site 2,6
WCR2019_1532,Trout,9/27/2019,NA,40,NA,NA,NA,Site 2,2
WCR2019_1540,Trout,9/27/2019,NA,36,NA,NA,NA,Site 2,3
WCR2019_1549,Trout,9/27/2019,NA,43,NA,NA,NA,Site 3,3
WCR2019_1551,Trout,9/27/2019,NA,37,NA,NA,NA,Site 3,6
WCR2019_1552,Trout ,9/27/2019,NA,58,NA,NA,NA,Site 3,2
WCR2019_1648,Trout ,10/3/2019,NA,49,NA,NA,NA,Site 2 ,8
WCR2019_1666,Trout ,10/3/2019,NA,36,NA,NA,NA,Site 2,2
WCR2019_1673,Trout,10/3/2019,NA,51,NA,NA,NA,Site 3,3
WCR2019_1688,Trout ,10/3/2019,NA,50,NA,NA,NA,Site 3,7
WCR2019_1745,Trout,10/12/2019,NA,53,NA,NA,NA,Site 1,4
WCR2019_1759,Trout,10/12/2019,NA,41,NA,NA,NA,Site 1,6
WCR2019_1777,Trout,10/12/2019,NA,46,NA,NA,NA,Site 2,2
WCR2019_1781,Trout,10/12/2019,NA,38,NA,NA,NA,Site 2,5
WCR2019_1789,Trout,10/12/2019,NA,52,NA,NA,NA,Site 3 ,4
WCR2019_1792,Trout ,10/12/2019,NA,45,NA,NA,NA,Site 3,1
WCR2019_1794,Trout ,10/12/2019,NA,55,NA,NA,NA,Site 3,1
WCR2019_1795,Trout,10/12/2019,NA,37,NA,NA,NA,Site 3,8
WCR2019_1796,Trout ,10/12/2019,NA,31,NA,NA,NA,Site 3,3
WCR2019_1798,Trout ,10/12/2019,NA,48,NA,NA,NA,Site 3,3
WCR2019_1799,Trout,10/12/2019,NA,44,NA,NA,NA,Site 3,7
WCR2019_1801,Trout,10/12/2019,NA,46,NA,NA,NA,Site 3,3
