id,tributary,date,sex,length,floy_num,tag_col,PIT,site,group
WCR2019_0080,Trout Creek,5/11/2019,Female ,458,44,Orange,1.26057e+11,NA,1
WCR2019_0087,Trout Creek,5/11/2019,Male ,406,47,Orange,1.26057e+11,NA,4
WCR2019_0108,Trout Creek,5/12/2019,Male ,430,60,Orange,1.26057e+11,NA,1
WCR2019_0118,Trout Creek,5/12/2019,Female ,451,595,Pink,1.26057e+11,NA,5
WCR2019_0120,Trout Creek,5/12/2019,Male ,462,597,Pink,1.26057e+11,NA,3
WCR2019_0121,Trout Creek,5/12/2019,Female ,467,65,Orange,1.26057e+11,NA,6
WCR2019_0146,Trout Creek,5/13/2019,Female ,486,608,Pink,1.26057e+11,NA,1
WCR2019_0158,Trout Creek,5/13/2019,Male ,354,613,Pink,1.26057e+11,NA,5
WCR2019_0163,Trout Creek,5/13/2019,Female ,434,87,Orange,1.26057e+11,NA,3
WCR2019_0164,Trout Creek,5/13/2019,Female ,507,88,Orange,1.26057e+11,NA,8
WCR2019_0166,Trout Creek,5/13/2019,Female ,442,617,Pink,1.26057e+11,NA,4
WCR2019_0182,Trout Creek,5/13/2019,Female ,483,629,Pink,1.26057e+11,NA,3
WCR2019_0187,Trout Creek,5/13/2019,Female ,437,634,Pink,1.26057e+11,NA,5
WCR2019_0201,Trout Creek,5/13/2019,Female ,395,648,Pink,1.26057e+11,NA,3
WCR2019_0210,Trout Creek,5/15/2019,Female ,427,673,Pink,1.26057e+11,NA,5
WCR2019_0213,Trout Creek,5/15/2019,Male ,445,670,Pink,1.26057e+11,NA,1
WCR2019_0223,Trout Creek,5/16/2019,Female ,473,96,Orange,1.26057e+11,NA,7
WCR2019_0238,Trout Creek,5/20/2019,Female ,465,103,Orange,1.26057e+11,NA,2
WCR2019_0253,Trout Creek,5/21/2019,Female ,430,109,Orange,1.26057e+11,NA,4
WCR2019_0258,Trout Creek,5/21/2019,Male ,460,681,Pink,1.26057e+11,NA,4
WCR2019_0273,Trout Creek,5/22/2019,Female ,478,687,Pink,1.26057e+11,NA,7
WCR2019_0288,Trout Creek,5/22/2019,Female ,460,697,Pink,1.26057e+11,NA,6
WCR2019_0304,Trout Creek,5/23/2019,Female ,441,704,Pink,1.26057e+11,NA,3
WCR2019_0308,Trout Creek,5/23/2019,Female ,505,129,Orange,1.26057e+11,NA,7
WCR2019_0311,Trout Creek,5/23/2019,Female ,441,131,Orange,1.26057e+11,NA,8
WCR2019_0313,Trout Creek,5/23/2019,Male ,479,706,Pink,1.26057e+11,NA,3
WCR2019_0315,Trout Creek,5/23/2019,Female ,380,133,Orange,1.26057e+11,NA,4
WCR2019_0319,Trout Creek,5/24/2019,Female ,450,407,Green,1.26057e+11,NA,4
WCR2019_0320,Trout Creek,5/24/2019,Female ,474,709,Pink,1.26057e+11,NA,8
WCR2019_0325,Trout Creek,5/24/2019,Male ,436,409,Green,1.26057e+11,NA,8
WCR2019_0330,Trout Creek,5/24/2019,Female ,480,410,Green,1.26057e+11,NA,3
WCR2019_0332,Trout Creek,5/24/2019,Female ,424,715,Pink,1.26057e+11,NA,1
WCR2019_0334,Trout Creek,5/24/2019,Female ,465,717,Pink,1.26057e+11,NA,4
WCR2019_0340,Trout Creek,5/24/2019,Female ,416,720,Pink,1.26057e+11,NA,8
WCR2019_0346,Trout Creek,5/24/2019,Male ,404,139,Orange,1.26057e+11,NA,8
WCR2019_0349,Trout Creek,5/24/2019,Female ,446,725,Pink,1.26057e+11,NA,7
WCR2019_0357,Trout Creek,5/24/2019,Female ,460,727,Pink,1.26057e+11,NA,3
WCR2019_0362,Trout Creek,5/24/2019,Female ,480,147,Orange,1.26057e+11,NA,2
WCR2019_0373,Trout Creek,5/24/2019,Female ,395,155,Orange,1.26057e+11,NA,7
WCR2019_0379,Trout Creek,5/24/2019,Female ,501,734,Pink,1.26057e+11,NA,8
WCR2019_0380,Trout Creek,5/24/2019,Female ,459,161,Orange,1.26057e+11,NA,2
WCR2019_0407,Trout Creek,5/24/2019,Male ,419,740,Pink,1.26057e+11,NA,4
WCR2019_0418,Trout Creek,5/24/2019,Female ,443,422,Green,1.26057e+11,NA,6
WCR2019_0424,Trout Creek,5/24/2019,Female ,482,188,Orange,1.26057e+11,NA,8
WCR2019_0444,Trout Creek,5/25/2019,Female ,430,202,Orange,1.26057e+11,NA,2
WCR2019_0459,Trout Creek,5/25/2019,Female ,451,216,Orange,1.26057e+11,NA,4
WCR2019_0471,Trout Creek,5/25/2019,Female ,430,227,Orange,1.26057e+11,NA,1
WCR2019_0476,Trout Creek,5/25/2019,Female ,426,231,Orange,1.26057e+11,NA,2
WCR2019_0485,Trout Creek,5/25/2019,Female ,427,240,Orange,1.26057e+11,NA,7
WCR2019_0502,Trout Creek,5/25/2019,Female ,440,255,Orange,1.26057e+11,NA,6
WCR2019_0504,Trout Creek,5/25/2019,Female ,469,257,Orange,1.26057e+11,NA,1
WCR2019_0516,Trout Creek,5/26/2019,Male ,452,266,Orange,1.26057e+11,NA,6
WCR2019_0526,Trout Creek,5/26/2019,Female ,394,275,Orange,1.26057e+11,NA,5
WCR2019_0535,Trout Creek,5/26/2019,Female ,487,282,Orange,1.26057e+11,NA,3
WCR2019_0537,Trout Creek,5/26/2019,Male ,440,284,Orange,1.26057e+11,NA,2
WCR2019_0538,Trout Creek,5/26/2019,Female ,435,285,Orange,1.26057e+11,NA,6
WCR2019_0544,Trout Creek,5/26/2019,Female ,502,290,Orange,1.26057e+11,NA,8
WCR2019_0568,Trout Creek,5/26/2019,Female ,406,312,Orange,1.26057e+11,NA,7
WCR2019_0574,Trout Creek,5/26/2019,Female ,468,318,Orange,1.26057e+11,NA,8
WCR2019_0580,Trout Creek,5/26/2019,Female ,462,323,Orange,1.26057e+11,NA,7
WCR2019_0596,Trout Creek,5/26/2019,Male ,403,338,Orange,1.26057e+11,NA,5
WCR2019_0623,Middle Creek,6/14/2019,Male ,361,362,Orange,1.26057e+11,NA,7
WCR2019_0631,Trout Creek,6/15/2019,Male ,417,370,Orange,1.26057e+11,NA,4
WCR2019_0676,Trout,8/17/2019,NA,32,NA,NA,NA,Site 1,4
WCR2019_0681,Trout,8/17/2019,NA,28,NA,NA,NA,Site 2,2
WCR2019_0700,Trout,8/17/2019,NA,29,NA,NA,NA,Site 2,3
WCR2019_0707,Trout,8/17/2019,NA,30,NA,NA,NA,Site 2,4
WCR2019_0720,Trout,8/17/2019,NA,40,NA,NA,NA,Site 3,5
WCR2019_0735,Trout,8/17/2019,NA,35,NA,NA,NA,Site 3,4
WCR2019_0737,Trout,8/17/2019,NA,32,NA,NA,NA,Site 3,1
WCR2019_0807,Trout,8/26/2019,NA,36,NA,NA,NA,Site 1,7
WCR2019_0820,Trout,8/26/2019,NA,36,NA,NA,NA,Site 1,4
WCR2019_0824,Trout,8/26/2019,NA,27,NA,NA,NA,Site 2,3
WCR2019_0825,Trout,8/26/2019,NA,43,NA,NA,NA,Site 2,8
WCR2019_0840,Trout,8/26/2019,NA,36,NA,NA,NA,Site 2,4
WCR2019_0857,Trout,8/26/2019,NA,32,NA,NA,NA,Site 3,5
WCR2019_0864,Trout,8/26/2019,NA,48,NA,NA,NA,Site 3,8
WCR2019_0882,Trout,8/26/2019,NA,38,NA,NA,NA,Site 3,2
WCR2019_0883,Trout,8/26/2019,NA,36,NA,NA,NA,Site 3,5
WCR2019_0934,Trout,9/4/2019,NA,37,NA,NA,NA,Site 1,8
WCR2019_0950,Trout,9/4/2019,NA,54,NA,NA,NA,Site 1,1
WCR2019_0954,Trout,9/4/2019,NA,27,NA,NA,NA,Site 1,1
WCR2019_0955,Trout,9/4/2019,NA,39,NA,NA,NA,Site 1,4
WCR2019_0956,Trout,9/4/2019,NA,42,NA,NA,NA,Site 1,3
WCR2019_0959,Trout,9/4/2019,NA,37,NA,NA,NA,Site 1,8
WCR2019_0961,Trout,9/4/2019,NA,57,NA,NA,NA,Site 2,4
WCR2019_0972,Trout,9/4/2019,NA,60,NA,NA,NA,Site 2,3
WCR2019_0975,Trout,9/4/2019,NA,55,NA,NA,NA,Site 2,1
WCR2019_0984,Trout,9/4/2019,NA,38,NA,NA,NA,Site 2,6
WCR2019_0987,Trout,9/4/2019,NA,31,NA,NA,NA,Site 2,4
WCR2019_1000,Trout,9/4/2019,NA,42,NA,NA,NA,Site 3,7
WCR2019_1012,Trout,9/4/2019,NA,45,NA,NA,NA,Site 3,4
WCR2019_1087,Trout,9/12/2019,NA,32,NA,NA,NA,Site 1,7
WCR2019_1095,Trout,9/12/2019,NA,27,NA,NA,NA,Site 1,8
WCR2019_1097,Trout,9/12/2019,NA,52,NA,NA,NA,Site 1,6
WCR2019_1102,Trout,9/12/2019,NA,27,NA,NA,NA,Site 1,8
WCR2019_1108,Trout,9/12/2019,NA,38,NA,NA,NA,Site 1,4
WCR2019_1110,Trout,9/12/2019,NA,45,NA,NA,NA,Site 2,1
WCR2019_1127,Trout,9/12/2019,NA,50,NA,NA,NA,Site 2,5
WCR2019_1147,Trout,9/12/2019,NA,50,NA,NA,NA,Site 3,2
WCR2019_1148,Trout,9/12/2019,NA,57,NA,NA,NA,Site 3,4
WCR2019_1150,Trout,9/12/2019,NA,35,NA,NA,NA,Site 3,5
WCR2019_1156,Trout,9/12/2019,NA,36,NA,NA,NA,Site 3,4
WCR2019_1161,Trout,9/12/2019,NA,48,NA,NA,NA,Site 3,6
WCR2019_1344,Trout,9/21/2019,NA,43,NA,NA,NA,Site 1,6
WCR2019_1345,Trout,9/21/2019,NA,36,NA,NA,NA,Site 1,3
WCR2019_1350,Trout,9/21/2019,NA,40,NA,NA,NA,Site 1,3
WCR2019_1351,Trout,9/21/2019,NA,28,NA,NA,NA,Site 1,4
WCR2019_1357,Trout,9/21/2019,NA,57,NA,NA,NA,Site 2,8
WCR2019_1361,Trout,9/21/2019,NA,54,NA,NA,NA,Site 2,5
WCR2019_1367,Trout,9/21/2019,NA,45,NA,NA,NA,Site 2,7
WCR2019_1370,Trout,9/21/2019,NA,53,NA,NA,NA,Site 2,8
WCR2019_1380,Trout,9/21/2019,NA,42,NA,NA,NA,Site 2,2
WCR2019_1387,Trout,9/21/2019,NA,57,NA,NA,NA,Site 2,7
WCR2019_1407,Trout,9/21/2019,NA,58,NA,NA,NA,Site 3,6
WCR2019_1412,Trout,9/21/2019,NA,42,NA,NA,NA,Site 3,6
WCR2019_1422,Trout,9/21/2019,NA,41,NA,NA,NA,Site 3,5
WCR2019_1483,Trout ,9/27/2019,NA,55,NA,NA,NA,Site 1,2
WCR2019_1508,Trout,9/27/2019,NA,33,NA,NA,NA,Site 1,1
WCR2019_1524,Trout,9/27/2019,NA,33,NA,NA,NA,Site 2,7
WCR2019_1541,Trout ,9/27/2019,NA,46,NA,NA,NA,Site 2,5
WCR2019_1560,Trout ,9/27/2019,NA,34,NA,NA,NA,Site 3,3
WCR2019_1564,Trout ,9/27/2019,NA,48,NA,NA,NA,Site 3,2
WCR2019_1575,Trout,9/27/2019,NA,43,NA,NA,NA,Site 3,2
WCR2019_1642,Trout,10/3/2019,NA,45,NA,NA,NA,Site 1,7
WCR2019_1656,Trout ,10/3/2019,NA,41,NA,NA,NA,Site 2,2
WCR2019_1669,Trout,10/3/2019,NA,50,NA,NA,NA,Site 3 ,6
WCR2019_1678,Trout ,10/3/2019,NA,50,NA,NA,NA,Site 3,2
WCR2019_1687,Trout,10/3/2019,NA,40,NA,NA,NA,Site 3,7
WCR2019_1750,Trout ,10/12/2019,NA,55,NA,NA,NA,Site 1,7
WCR2019_1764,Trout ,10/12/2019,NA,65,NA,NA,NA,Site 2 ,4
WCR2019_1776,Trout ,10/12/2019,NA,46,NA,NA,NA,Site 2,2
WCR2019_1788,Trout ,10/12/2019,NA,54,NA,NA,NA,Site 3 ,5
